ENV,Year,Location,PLOT,BLOCK,Plot_ID,GENO,ID,Moisture_per,Protein_unadjusted,SAA_unadjusted,Dietary_Fiber_unadjusted,Total_Starch_unadjusted,Resistance_Starch_unadjusted,Protein_15per_DB_Moisture,SAA_15per_DB_Moisture,Dietary_Fiber_15per_DB_Moisture,Total_Starch_15per_DB_Moisture,Resistance_Starch_15per_DB_Moisture,Protein_digestibility_per
CLEM21,2021,CLEM,1121,1,PSP20CU1121,172339,SRR5350182,7.833005477,19.21,0.2601,22.03,56.78,8.19,18.01,0.24,20.66,53.24,7.68,85
CLEM21,2021,CLEM,1122,1,PSP20CU1122,285739,NA,7.832039703,19.04,0.2994,22.76,53.38,5.88,17.85,0.28,21.34,50.05,5.51,84
CLEM21,2021,CLEM,1123,1,PSP20CU1123,639977,SRR5349927,9.090652672,19.45,0.2766,23.37,52.79,7.51,18.45,0.26,22.17,50.08,7.12,85
CLEM21,2021,CLEM,1126,1,PSP20CU1126,184130,SRR5350163,9.260065755,19.23,0.32,24.03,51.39,7.19,18.27,0.3,22.83,48.83,6.83,85
CLEM21,2021,CLEM,1128,1,PSP20CU1128,39726,NA,7.833673345,20.82,0.3704,24.8,53.89,7.14,19.52,0.35,23.25,50.53,6.69,85
CLEM21,2021,CLEM,1129,1,PSP20CU1129,320972,SRR5350025,8.145128886,20.83,0.2879,23.12,48.66,6.74,19.59,0.27,21.74,45.76,6.34,85
CLEM21,2021,CLEM,1130,1,PSP20CU1130,169608,SRR5350183,6.895299818,19.53,0.2516,24.1,56.12,8.19,18.15,0.23,22.4,52.16,7.61,85
CLEM21,2021,CLEM,1132,1,PSP20CU1132,404225,SRR5349969,8.24482686,20.43,0.3524,25.13,53.61,6.66,19.23,0.33,23.65,50.46,6.27,85
CLEM21,2021,CLEM,1133,1,PSP20CU1133,275825,SRR5350060,9.33744154,18.87,0.2041,22.64,53.33,6.36,17.94,0.19,21.53,50.7,6.05,84
CLEM21,2021,CLEM,1134,1,PSP20CU1134,269782,SRR5350090,7.866562282,19.51,0.2709,22.9,51.16,7.87,18.3,0.25,21.48,47.98,7.38,85
CLEM21,2021,CLEM,1135,1,PSP20CU1135,249645,SRR5350117,7.954370534,19.93,0.312,23.08,54.23,7.61,18.71,0.29,21.67,50.91,7.14,84
CLEM21,2021,CLEM,1136,1,PSP20CU1136,634571,NA,7.748583607,19.41,0.2046,23.33,52.98,7.86,18.19,0.19,21.86,49.64,7.36,85
CLEM21,2021,CLEM,1138,1,PSP20CU1138,393490,SRR5349970,6.153289543,20.97,0.3985,24.46,53.82,6.4,19.36,0.37,22.58,49.68,5.91,85
CLEM21,2021,CLEM,1139,1,PSP20CU1139,15048,SRR5349849,6.854090953,20.43,0.2572,23.61,50.31,7.56,18.98,0.24,21.94,46.75,7.03,85
CLEM21,2021,CLEM,1140,1,PSP20CU1140,195404,SRR5350157,9.904088301,21.11,0.3053,26.31,51.12,5.68,20.17,0.29,25.14,48.86,5.43,86
CLEM21,2021,CLEM,1141,1,PSP20CU1141,204306,SRR5350145,8.216776224,20.8,0.4488,24.54,52.59,4.55,19.57,0.42,23.09,49.49,4.28,85
CLEM21,2021,CLEM,1144,1,PSP20CU1144,285730,SRR5350039,7.423650595,19.77,0.2522,23.38,53.33,6.13,18.47,0.24,21.84,49.81,5.72,85
CLEM21,2021,CLEM,1146,1,PSP20CU1146,163129,SRR5350192,8.125020533,19.63,0.2278,23.14,55.9,5.86,18.46,0.21,21.76,52.56,5.51,84
CLEM21,2021,CLEM,1147,1,PSP20CU1147,288025,SRR5350033,6.950222108,19.77,0.2432,23.73,51.7,8.02,18.39,0.23,22.07,48.08,7.46,84
CLEM21,2021,CLEM,1149,1,PSP20CU1149,274308,SRR5350064,7.049608626,20.49,0.1599,24.49,52.99,8.02,19.07,0.15,22.8,49.33,7.47,85
CLEM21,2021,CLEM,1150,1,PSP20CU1150,271116,SRR5350077,8.93797118,20.22,0.237,24.01,55.9,6.24,19.15,0.22,22.74,52.95,5.91,85
CLEM21,2021,CLEM,1152,1,PSP20CU1152,314794,SRR5350028,7.630141094,20.35,0.3355,23.37,50.41,6.69,19.05,0.31,21.87,47.18,6.26,85
CLEM21,2021,CLEM,1156,1,PSP20CU1156,180329,SRR5350172,7.977003504,19.57,0.2997,23.05,53.08,9.11,18.37,0.28,21.64,49.84,8.56,85
CLEM21,2021,CLEM,1158,1,PSP20CU1158,197044,SRR5350155,7.308083907,19.63,0.2847,22.93,50.01,9.11,18.32,0.27,21.4,46.66,8.5,85
CLEM21,2021,CLEM,1159,1,PSP20CU1159,261623,SRR5350104,7.273066309,19.78,0.1959,22.51,47.7,6.4,18.45,0.18,21,44.5,5.97,85
CLEM21,2021,CLEM,1161,1,PSP20CU1161,355906,SRR5349990,6.758692249,19.5,0.2105,22.29,47.6,6.22,18.1,0.2,20.69,44.18,5.77,85
CLEM21,2021,CLEM,1163,1,PSP20CU1163,201390,SRR5350150,7.092905719,20.48,0.2861,23.08,56.36,5.59,19.07,0.27,21.49,52.49,5.2,85
CLEM21,2021,CLEM,1165,1,PSP20CU1165,274584,SRR5350063,9.176123286,19.12,0.3628,24.41,55.25,8.23,18.15,0.34,23.17,52.45,7.82,85
CLEM21,2021,CLEM,1168,1,PSP20CU1168,140298,NA,7.310934043,20.08,0.2794,24.29,55,7.05,18.74,0.26,22.67,51.32,6.58,85
CLEM21,2021,CLEM,1169,1,PSP20CU1169,343321,SRR5350013,7.812905033,20.2,0.3139,24.83,51.38,6.63,18.94,0.29,23.28,48.17,6.22,85
CLEM21,2021,CLEM,1170,1,PSP20CU1170,263027,NA,6.929963641,19.44,0.3195,22.94,50.19,6.63,18.08,0.3,21.33,46.67,6.17,85
CLEM21,2021,CLEM,1171,1,PSP20CU1171,15008,SRR5349858,6.898125407,19.87,0.2497,22.77,51.84,7.86,18.47,0.23,21.17,48.18,7.3,85
CLEM21,2021,CLEM,1172,1,PSP20CU1172,206816,NA,6.966722597,20.57,0.2874,24.1,49.82,7.27,19.13,0.27,22.42,46.34,6.76,85
CLEM21,2021,CLEM,1173,1,PSP20CU1173,324703,SRR5350020,7.612082858,20.1,0.2656,22.6,52.44,5.66,18.81,0.25,21.15,49.07,5.3,85
CLEM21,2021,CLEM,1174,1,PSP20CU1174,179450,SRR5350177,8.094681089,19.87,0.1981,24.45,49.26,7.47,18.68,0.19,22.98,46.3,7.03,85
CLEM21,2021,CLEM,1175,1,PSP20CU1175,266070,SRR5350095,7.531541062,20.18,0.2202,23.68,49.71,6.82,18.87,0.21,22.14,46.48,6.38,84
CLEM21,2021,CLEM,1176,1,PSP20CU1176,285747,SRR5350037,8.444662954,20.31,0.3072,22.96,51.94,6.82,19.15,0.29,21.65,48.98,6.43,84
CLEM21,2021,CLEM,1178,1,PSP20CU1178,413703,SRR5349960,7.333000178,20.23,0.3556,24.39,49.82,6.73,18.88,0.33,22.76,46.49,6.29,85
CLEM21,2021,CLEM,1179,1,PSP20CU1179,257592,SRR5350106,8.879243799,20.7,0.2764,24.62,51.03,7.05,19.6,0.26,23.31,48.31,6.68,85
CLEM21,2021,CLEM,1182,1,PSP20CU1182,280619,SRR5350048,7.347503788,19.25,0.4271,22.34,51.82,7.05,17.97,0.4,20.85,48.38,6.58,85
CLEM21,2021,CLEM,1184,1,PSP20CU1184,594358,NA,7.796428963,19.45,0.3383,22.35,50.29,8.71,18.23,0.32,20.95,47.14,8.16,84
CLEM21,2021,CLEM,1185,1,PSP20CU1185,413678,SRR5349965,7.223999897,19.09,0.1959,22.19,50.76,7.99,17.8,0.18,20.69,47.32,7.45,84
CLEM21,2021,CLEM,1186,1,PSP20CU1186,203067,SRR5350148,8.536195314,20.78,0.26,24.07,51.87,6.61,19.61,0.25,22.72,48.95,6.24,86
CLEM21,2021,CLEM,1188,1,PSP20CU1188,125839,SRR5350204,8.145124828,20.84,0.2996,24.69,50.8,6.58,19.6,0.28,23.22,47.77,6.19,86
CLEM21,2021,CLEM,1189,1,PSP20CU1189,206861,SRR5350142,7.787321399,20.83,0.1964,24.48,54.99,7.29,19.52,0.18,22.94,51.54,6.83,86
CLEM21,2021,CLEM,1191,1,PSP20CU1191,356986,SRR5349986,8.024527522,21.23,0.2469,26.35,50.19,6.03,19.94,0.23,24.75,47.14,5.66,87
CLEM21,2021,CLEM,1193,1,PSP20CU1193,356974,SRR5349989,7.775014512,21.52,0.2931,26.2,51.32,6.03,20.17,0.27,24.55,48.1,5.65,86
CLEM21,2021,CLEM,1198,1,PSP20CU1198,476409,SRR5349954,8.117188678,22.1,0.2536,25.11,54.55,7.51,20.78,0.24,23.61,51.29,7.06,86
CLEM21,2021,CLEM,1199,1,PSP20CU1199,639976,SRR5349928,5.914012748,19.69,0.2421,22.87,49.21,7.56,18.13,0.22,21.06,45.32,6.97,85
CLEM21,2021,CLEM,1202,1,PSP20CU1202,343331,SRR5350012,5.561762642,20.42,0.2334,22.36,49.69,7.49,18.74,0.21,20.52,45.61,6.88,84
CLEM21,2021,CLEM,1205,1,PSP20CU1205,261622,SRR5350105,6.897488561,19.95,0.2275,23.01,50.62,7.93,18.54,0.21,21.39,47.05,7.38,84
CLEM21,2021,CLEM,1206,1,PSP20CU1206,155109,SRR5350197,7.216047262,19.48,0.1519,22.01,51.94,6.42,18.16,0.14,20.52,48.42,5.99,84
CLEM21,2021,CLEM,1207,1,PSP20CU1207,324695,SRR5350024,7.272158915,19.7,0.3221,22.21,49.25,6.42,18.38,0.3,20.72,45.94,5.99,84
CLEM21,2021,CLEM,1208,1,PSP20CU1208,413683,SRR5349964,6.65727598,19.34,0.269,21.69,52.23,8.1,17.94,0.25,20.12,48.44,7.51,84
CLEM21,2021,CLEM,1209,1,PSP20CU1209,356991,SRR5349985,6.281098205,22.19,0.2877,26.05,49.8,6.67,20.51,0.27,24.07,46.02,6.17,87
CLEM21,2021,CLEM,1210,1,PSP20CU1210,277852,SRR5350059,5.777365172,22.35,0.1711,25.76,50.74,5.3,20.56,0.16,23.69,46.67,4.87,86
CLEM21,2021,CLEM,1211,1,PSP20CU1211,343824,SRR5350010,6.932745587,22.7,0.2733,26.76,52.65,6.77,21.11,0.25,24.88,48.96,6.3,87
CLEM21,2021,CLEM,1212,1,PSP20CU1212,250440,SRR5350114,6.866877344,21.38,0.1881,25.64,53.57,7.41,19.87,0.17,23.83,49.78,6.89,86
CLEM21,2021,CLEM,1213,1,PSP20CU1213,257244,SRR5350107,7.096791497,21.6,0.2064,25.97,53.43,6.61,20.12,0.19,24.19,49.76,6.16,86
CLEM21,2021,CLEM,1214,1,PSP20CU1214,164972,SRR5350187,7.538755838,22.03,0.2021,25.89,51.38,6.66,20.6,0.19,24.21,48.05,6.22,86
CLEM21,2021,CLEM,1216,1,PSP20CU1216,639980,SRR5349926,7.00575101,19.82,0.2746,21.5,53.85,9.69,18.44,0.26,20.01,50.11,9.02,84
CLEM21,2021,CLEM,1217,1,PSP20CU1217,378157,SRR5349974,5.708922629,19.58,0.2314,21.76,55.63,7.82,18,0.21,20,51.14,7.19,84
CLEM21,2021,CLEM,1218,1,PSP20CU1218,347477,SRR5349993,6.227102441,19.76,0.3483,21.58,53.62,5.7,18.25,0.32,19.93,49.53,5.27,84
CLEM21,2021,CLEM,1219,1,PSP20CU1219,193584,SRR5350160,7.043284493,20.39,0.2682,23.11,57.58,7.98,18.98,0.25,21.51,53.6,7.43,85
CLEM21,2021,CLEM,1220,1,PSP20CU1220,358620,SRR5349979,7.153027687,20.11,0.3014,23.21,55.87,6.26,18.74,0.28,21.63,52.06,5.84,85
CLEM21,2021,CLEM,1221,1,PSP20CU1221,280613,SRR5350052,7.653791685,20.63,0.2843,23.18,53.33,7.23,19.31,0.27,21.7,49.92,6.76,85
CLEM21,2021,CLEM,1222,1,PSP20CU1222,272204,NA,7.492082049,20.9,0.2222,22.86,53.33,6.26,19.54,0.21,21.37,49.85,5.85,85
CLEM21,2021,CLEM,1223,1,PSP20CU1223,203068,SRR5350147,3.622080488,23,0.2558,28.35,56.15,8.92,20.72,0.23,25.55,50.59,8.04,87
CLEM21,2021,CLEM,1224,1,PSP20CU1224,250441,SRR5350113,6.305171266,22.68,0.2364,26.13,53.94,5.47,20.97,0.22,24.15,49.86,5.05,87
CLEM21,2021,CLEM,1226,1,PSP20CU1226,263032,SRR5350097,7.073754721,22.59,0.196,27.73,58.96,7.35,21.03,0.18,25.82,54.9,6.84,87
CLEM21,2021,CLEM,1228,1,PSP20CU1228,181958,SRR5350165,6.942321171,22.29,0.2192,26.42,58.03,7.99,20.73,0.2,24.57,53.97,7.43,87
CLEM21,2021,CLEM,1229,1,PSP20CU1229,181801,SRR5350166,6.013363773,19.78,0.3165,22.98,55.75,8.92,18.23,0.29,21.18,51.4,8.23,85
CLEM21,2021,CLEM,1230,1,PSP20CU1230,413688,SRR5349962,5.88897379,20.34,0.246,23.2,51.86,5.47,18.73,0.23,21.36,47.75,5.03,85
CLEM21,2021,CLEM,1231,1,PSP20CU1231,381334,SRR5349973,5.768390114,20.15,0.215,23,55.04,7.35,18.53,0.2,21.15,50.63,6.76,85
CLEM21,2021,CLEM,1232,1,PSP20CU1232,116844,SRR5350211,7.822516999,21.98,0.3801,24.98,53.74,7.99,20.61,0.36,23.42,50.38,7.49,86
CLEM21,2021,CLEM,1233,1,PSP20CU1233,371796,SRR5349975,7.74403743,21.8,0.3011,24.64,54.96,6.44,20.42,0.28,23.09,51.49,6.03,86
CLEM21,2021,CLEM,1234,1,PSP20CU1234,261677,SRR5350100,7.769673178,21.94,0.1744,24.77,50.15,7.45,20.56,0.16,23.21,46.99,6.98,86
CLEM21,2021,CLEM,1236,1,PSP20CU1236,102888,SRR5350215,6.921869507,20.37,0.2666,22.71,53.45,7.61,18.94,0.25,21.11,49.69,7.07,85
CLEM21,2021,CLEM,1237,1,PSP20CU1237,179451,SRR5350176,7.444206327,19.9,0.1748,24,51.86,9.69,18.59,0.16,22.42,48.45,9.06,85
CLEM21,2021,CLEM,1238,1,PSP20CU1238,279827,NA,8.070997602,20.85,0.3405,23.41,51.77,6.37,19.59,0.32,22,48.66,5.98,85
CLEM21,2021,CLEM,1240,1,PSP20CU1240,116056,SRR5350212,5.50102891,20.11,0.2197,24.03,54.45,6.26,18.45,0.2,22.05,49.95,5.75,85
CLEM21,2021,CLEM,1241,1,PSP20CU1241,210571,SRR5350135,6.81746192,19.82,0.2609,24.03,54.65,7.23,18.41,0.24,22.32,50.76,6.71,85
CLEM21,2021,CLEM,1242,1,PSP20CU1242,210558,SRR5350139,5.575548698,19.97,0.3834,23.48,49.93,6.66,18.33,0.35,21.56,45.84,6.11,85
CLEM21,2021,CLEM,1243,1,PSP20CU1243,324706,SRR5350019,8.505566921,19.07,0.2257,23.47,53.06,7.23,17.99,0.21,22.14,50.06,6.82,85
CLEM21,2021,CLEM,1245,1,PSP20CU1245,162909,SRR5350194,9.893019567,19.22,0.1946,23.05,54.23,7.99,18.37,0.19,22.03,51.82,7.63,84
CLEM21,2021,CLEM,1246,1,PSP20CU1246,347295,SRR5349995,9.153245287,19.45,0.2078,23.7,52.98,7.82,18.46,0.2,22.5,50.29,7.42,85
CLEM21,2021,CLEM,1247,1,PSP20CU1247,413698,SRR5349961,7.874428213,21.27,0.2029,24.72,53.82,8.67,19.95,0.19,23.19,50.49,8.14,85
CLEM21,2021,CLEM,1249,1,PSP20CU1249,286430,SRR5350036,6.430015593,21.19,0.2025,24.59,50.31,8.67,19.61,0.19,22.76,46.56,8.03,85
CLEM21,2021,CLEM,1250,1,PSP20CU1250,244150,NA,7.501855762,21.15,0.1352,24.87,51.12,6.81,19.77,0.13,23.25,47.79,6.37,85
CLEM21,2021,CLEM,1251,1,PSP20CU1251,272216,SRR5350069,5.982972658,20.59,0.2866,24.1,52.59,6.69,18.98,0.26,22.21,48.47,6.16,85
CLEM21,2021,CLEM,1252,1,PSP20CU1252,358640,SRR5349977,6.260334831,20.87,0.2394,24.25,53.33,7.27,19.28,0.22,22.41,49.27,6.72,85
CLEM21,2021,CLEM,1253,1,PSP20CU1253,171810,NA,6.997158646,21.03,0.2561,23.87,55.9,7.41,19.57,0.24,22.21,52.01,6.9,85
CLEM21,2021,CLEM,1255,1,PSP20CU1255,169603,NA,9.336098245,19.55,0.2433,23.39,51.7,7.82,18.59,0.23,22.24,49.15,7.44,85
CLEM21,2021,CLEM,1257,1,PSP20CU1257,244093,SRR5350121,8.237447985,19.42,0.1674,23.15,49.67,6.58,18.28,0.16,21.79,46.75,6.19,85
CLEM21,2021,CLEM,1261,1,PSP20CU1261,343338,SRR5350011,9.245378624,19.69,0.2444,23.37,52.99,7.12,18.7,0.23,22.2,50.34,6.76,85
CLEM21,2021,CLEM,1262,1,PSP20CU1262,601516,SRR5349936,6.81324187,19.44,0.206,22.36,55.9,6.67,18.06,0.19,20.77,51.92,6.2,84
CLEM21,2021,CLEM,1263,1,PSP20CU1263,279823,SRR5350058,7.158759843,19.62,0.3099,22.59,54.23,6.79,18.28,0.29,21.05,50.53,6.33,84
CLEM21,2021,CLEM,1264,1,PSP20CU1264,203066,SRR5350149,6.757426023,19.1,0.2387,21.96,49.32,7.82,17.73,0.22,20.39,45.79,7.26,84
CLEM21,2021,CLEM,1267,1,PSP20CU1267,210569,SRR5350136,5.835995499,19.77,0.2444,22.73,49.75,7.12,18.19,0.22,20.92,45.79,6.55,84
CLEM21,2021,CLEM,1268,1,PSP20CU1268,347457,SRR5349994,6.783588819,19.73,0.2814,23,49.75,7.6,18.32,0.26,21.36,46.2,7.05,84
CLEM21,2021,CLEM,1269,1,PSP20CU1269,180702,SRR5350168,5.870761025,19.8,0.26,22.73,53.08,7.82,18.23,0.24,20.93,48.87,7.2,84
CLEM21,2021,CLEM,1271,1,PSP20CU1271,179459,SRR5350175,6.590081312,20.07,0.2156,22.98,55.25,7.82,18.6,0.2,21.3,51.21,7.25,85
CLEM21,2021,CLEM,1272,1,PSP20CU1272,308796,SRR5350029,7.011506664,20.06,0.3007,22.77,53.3,8.13,18.67,0.28,21.19,49.6,7.56,84
CLEM21,2021,CLEM,1274,1,PSP20CU1274,476413,SRR5349952,7.348423992,20.13,0.3481,22.85,53.47,7.36,18.79,0.32,21.33,49.91,6.87,85
CLEM21,2021,CLEM,1276,1,PSP20CU1276,411143,NA,6.829746805,21.47,0.2365,25.25,49.32,5.91,19.94,0.22,23.46,45.82,5.49,85
CLEM21,2021,CLEM,1277,1,PSP20CU1277,26154,SRR5349841,6.79326909,21.31,0.4181,24.55,54.27,7.6,19.79,0.39,22.8,50.4,7.05,85
CLEM21,2021,CLEM,1278,1,PSP20CU1278,193590,SRR5350159,7.232969641,20.98,0.3312,24.04,55.33,7.79,19.56,0.31,22.42,51.59,7.27,85
CLEM21,2021,CLEM,1280,1,PSP20CU1280,269778,SRR5350091,5.287318475,19.85,0.2546,23.01,55.55,7.56,18.17,0.23,21.07,50.86,6.93,85
CLEM21,2021,CLEM,1281,1,PSP20CU1281,343987,SRR5350005,6.608466268,19.32,0.2933,23.63,53.57,8.13,17.91,0.27,21.91,49.66,7.53,85
CLEM21,2021,CLEM,1282,1,PSP20CU1282,269770,NA,6.089881668,19.78,0.1923,23.59,49.32,7.35,18.25,0.18,21.76,45.5,6.78,85
CLEM21,2021,CLEM,1284,1,PSP20CU1284,272194,SRR5350071,8.765229244,21.46,0.3746,26.68,55.33,7.99,20.3,0.35,25.23,52.33,7.55,87
CLEM21,2021,CLEM,1285,1,PSP20CU1285,356973,NA,9.598465207,21.73,0.2417,26.66,54.83,8.92,20.71,0.23,25.41,52.26,8.5,87
CLEM21,2021,CLEM,1286,1,PSP20CU1286,429839,SRR5349959,9.128922941,21.42,0.287,26.28,54.37,5.47,20.33,0.27,24.94,51.6,5.19,87
CLEM21,2021,CLEM,1288,1,PSP20CU1288,269812,SRR5350085,6.784942637,19.58,0.2483,22.7,49.32,7.35,18.18,0.23,21.08,45.8,6.83,84
CLEM21,2021,CLEM,1289,1,PSP20CU1289,505108,SRR5349944,6.131504279,19.37,0.237,22.63,53.07,7.99,17.88,0.22,20.88,48.98,7.37,85
CLEM21,2021,CLEM,1290,1,PSP20CU1290,248181,SRR5350118,5.757539402,19.45,0.2141,22.05,50.23,6.44,17.89,0.2,20.28,46.2,5.92,84
CLEM21,2021,CLEM,1291,1,PSP20CU1291,639979,NA,6.324988724,19.93,0.2285,22.7,51.81,7.45,18.43,0.21,20.99,47.9,6.89,85
CLEM21,2021,CLEM,1292,1,PSP20CU1292,639967,SRR5349932,6.022291182,19.98,0.2232,22.86,54.83,7.61,18.42,0.21,21.08,50.55,7.01,84
CLEM21,2021,CLEM,1294,1,PSP20CU1294,244191,SRR5350119,5.712647896,20.13,0.2227,22.65,49.15,9.69,18.5,0.2,20.82,45.18,8.91,84
CLEM21,2021,CLEM,1296,1,PSP20CU1296,221697,SRR5350129,7.104354914,20.51,0.3153,23.5,54.46,6.37,19.1,0.29,21.89,50.72,5.93,85
CLEM21,2021,CLEM,2001,2,PSP20CU2001,210571,SRR5350135,6.180704696,19.87,0.2817,22.88,53.07,6.26,18.35,0.26,21.13,49,5.78,85
CLEM21,2021,CLEM,2002,2,PSP20CU2002,249645,SRR5350117,7.805563217,20.36,0.1675,23.57,54.46,7.23,19.09,0.16,22.1,51.06,6.77,85
CLEM21,2021,CLEM,2003,2,PSP20CU2003,285718,SRR5350043,7.945212679,20.15,0.2676,22.79,54.99,6.66,18.91,0.25,21.39,51.61,6.25,84
CLEM21,2021,CLEM,2004,2,PSP20CU2004,266070,SRR5350095,8.524548643,20.02,0.1842,23.25,54.15,7.23,18.89,0.17,21.94,51.1,6.82,84
CLEM21,2021,CLEM,2005,2,PSP20CU2005,210583,SRR5350134,7.750386714,20.31,0.2021,22.45,52.44,7.99,19.03,0.19,21.03,49.14,7.48,84
CLEM21,2021,CLEM,2006,2,PSP20CU2006,357290,SRR5349983,10.03126438,19.51,0.1978,23.33,48.07,7.82,18.67,0.19,22.32,46,7.48,85
CLEM21,2021,CLEM,2007,2,PSP20CU2007,118501,SRR5350207,10.15769886,19.82,0.3012,23.56,54.55,4.55,18.99,0.29,22.57,52.26,4.36,84
CLEM21,2021,CLEM,2011,2,PSP20CU2011,263032,SRR5350097,9.13492691,19.35,0.3409,23.56,53.73,6.13,18.36,0.32,22.36,50.99,5.81,85
CLEM21,2021,CLEM,2012,2,PSP20CU2012,356991,SRR5349985,7.186809519,20.11,0.2626,22.57,52.59,5.86,18.74,0.24,21.04,49.02,5.46,85
CLEM21,2021,CLEM,2014,2,PSP20CU2014,269782,SRR5350090,7.519374822,20.14,0.295,22.72,53.85,8.02,18.83,0.28,21.24,50.35,7.5,85
CLEM21,2021,CLEM,2016,2,PSP20CU2016,179722,SRR5350174,7.572352299,20.24,0.2542,24.24,48.07,8.02,18.93,0.24,22.67,44.97,7.5,85
CLEM21,2021,CLEM,2017,2,PSP20CU2017,429839,SRR5349959,7.811813179,19.59,0.2926,23.75,51.88,6.24,18.37,0.27,22.27,48.63,5.85,85
CLEM21,2021,CLEM,2018,2,PSP20CU2018,31707,SRR5349835,7.977038843,19.68,0.2704,24.26,54.15,6.69,18.48,0.25,22.78,50.84,6.28,85
CLEM21,2021,CLEM,2019,2,PSP20CU2019,413678,SRR5349965,7.603771337,19.47,0.2016,24.09,52.05,9.11,18.22,0.19,22.54,48.7,8.53,85
CLEM21,2021,CLEM,2020,2,PSP20CU2020,280603,SRR5350055,7.494118854,22.23,0.2242,25.33,54.55,9.11,20.78,0.21,23.68,50.99,8.52,86
CLEM21,2021,CLEM,2021,2,PSP20CU2021,248181,SRR5350118,7.915171578,21.32,0.3128,24.89,51.88,6.4,20.01,0.29,23.36,48.68,6,86
CLEM21,2021,CLEM,2023,2,PSP20CU2023,142775,SRR5350199,8.162073663,21.44,0.362,24.58,48.51,6.22,20.17,0.34,23.12,45.62,5.85,86
CLEM21,2021,CLEM,2024,2,PSP20CU2024,343824,SRR5350010,6.886737052,20.08,0.2814,22.74,54.46,6.82,18.66,0.26,21.14,50.62,6.34,84
CLEM21,2021,CLEM,2025,2,PSP20CU2025,163126,SRR5350193,8.714679772,20.14,0.2459,22.72,54.86,6.82,19.04,0.23,21.48,51.86,6.45,84
CLEM21,2021,CLEM,2026,2,PSP20CU2026,272216,SRR5350069,7.62344292,19.99,0.4348,23.41,54.27,6.73,18.71,0.41,21.91,50.79,6.3,85
CLEM21,2021,CLEM,2027,2,PSP20CU2027,347295,SRR5349995,6.222095461,20.54,0.3445,24.33,53.73,7.05,18.97,0.32,22.47,49.63,6.52,85
CLEM21,2021,CLEM,2029,2,PSP20CU2029,12739,SRR5349859,5.90504772,20.07,0.2648,23.59,49.52,7.05,18.48,0.24,21.72,45.61,6.5,85
CLEM21,2021,CLEM,2030,2,PSP20CU2030,117998,SRR5350208,5.463789199,20.62,0.305,24.14,54.83,8.71,18.91,0.28,22.14,50.29,7.98,85
CLEM21,2021,CLEM,2032,2,PSP20CU2032,39762,NA,11.24151144,18.3,0.3895,23.31,49.15,7.99,17.7,0.38,22.55,47.54,7.73,84
CLEM21,2021,CLEM,2033,2,PSP20CU2033,413698,SRR5349961,10.7828835,18.51,0.1774,23.69,54.46,6.61,17.83,0.17,22.82,52.46,6.37,84
CLEM21,2021,CLEM,2034,2,PSP20CU2034,272175,SRR5350073,10.85931871,18.38,0.2984,23.64,53.07,6.58,17.72,0.29,22.79,51.16,6.34,84
CLEM21,2021,CLEM,2035,2,PSP20CU2035,285737,NA,7.637228931,20.43,0.4386,24.44,54.46,7.29,19.12,0.41,22.88,50.98,6.82,85
CLEM21,2021,CLEM,2036,2,PSP20CU2036,429843,SRR5349958,7.75388558,20.43,0.2582,23.91,54.99,6.03,19.14,0.24,22.4,51.52,5.65,85
CLEM21,2021,CLEM,2037,2,PSP20CU2037,356973,NA,7.971544671,20.82,0.2465,24.12,54.15,6.03,19.55,0.23,22.65,50.84,5.66,85
CLEM21,2021,CLEM,2039,2,PSP20CU2039,193584,SRR5350160,7.06929171,19.58,0.2227,22.39,52.44,7.51,18.23,0.21,20.85,48.83,6.99,84
CLEM21,2021,CLEM,2040,2,PSP20CU2040,193590,SRR5350159,7.695021325,20.27,0.2377,22.78,56.15,7.56,18.98,0.22,21.33,52.58,7.08,84
CLEM21,2021,CLEM,2041,2,PSP20CU2041,162909,SRR5350194,6.651816195,19.5,0.2322,21.8,48.33,7.49,18.08,0.22,20.22,44.82,6.95,84
CLEM21,2021,CLEM,2042,2,PSP20CU2042,210561,SRR5350138,6.18501336,19.2,0.1563,22.99,47.42,6.61,17.73,0.14,21.23,43.79,6.1,85
CLEM21,2021,CLEM,2043,2,PSP20CU2043,341889,NA,5.941001678,19.77,0.2317,22.74,47.45,6.66,18.21,0.21,20.95,43.71,6.13,84
CLEM21,2021,CLEM,2044,2,PSP20CU2044,320972,SRR5350025,6.16698813,19.59,0.1547,22.97,54.99,9.69,18.09,0.14,21.21,50.76,8.95,85
CLEM21,2021,CLEM,2045,2,PSP20CU2045,156720,SRR5350195,6.980084938,21.36,0.3279,24.5,50.19,7.82,19.87,0.31,22.79,46.69,7.28,85
CLEM21,2021,CLEM,2046,2,PSP20CU2046,244191,SRR5350119,7.395876835,21.28,0.2739,24.51,50.19,5.7,19.87,0.26,22.89,46.87,5.33,85
CLEM21,2021,CLEM,2048,2,PSP20CU2048,476410,SRR5349953,8.152085166,20.83,0.293,24.56,48.35,7.98,19.59,0.28,23.1,45.47,7.5,85
CLEM21,2021,CLEM,2049,2,PSP20CU2049,180702,SRR5350168,7.869983499,21.06,0.1742,24.61,50.09,6.26,19.75,0.16,23.08,46.98,5.87,85
