ENV,Year,Location,PLOT,BLOCK,Plot_ID,GENO,ID,Moisture_per,Protein_unadjusted,SAA_unadjusted,Dietary_Fiber_unadjusted,Total_Starch_unadjusted,Resistance_Starch_unadjusted,Protein_15per_DB_Moisture,SAA_15per_DB_Moisture,Dietary_Fiber_15per_DB_Moisture,Total_Starch_15per_DB_Moisture,Resistance_Starch_15per_DB_Moisture,Protein_digestibility_per
CLEM22,2022,CLEM,2014,1,PSP.22CU.2014,601516,SRR5349936,5.878232275,20.31,NA,24.15,53.02,5.82,18.7,NA,22.23,48.81,5.36,85
CLEM22,2022,CLEM,2015,2,PSP.22CU.2015,263031,NA,3.981673683,20.86,NA,24.08,51.71,7.63,18.86,NA,21.77,46.76,6.9,85
CLEM22,2022,CLEM,2018,2,PSP.22CU.2018,250446,SRR5350111,6.487251935,20.49,NA,24.11,53.98,8.1,18.97,NA,22.33,49.99,7.5,85
CLEM22,2022,CLEM,2020,2,PSP.22CU.2020,206861,SRR5350142,4.477453058,19.81,NA,23.25,50.33,5.22,18,NA,21.12,45.73,4.74,84
CLEM22,2022,CLEM,2021,2,PSP.22CU.2021,CHK_(Carver),NA,6.620808039,20.3,NA,23.46,53.9,6.95,18.82,NA,21.75,49.97,6.45,84
CLEM22,2022,CLEM,2023,2,PSP.22CU.2023,253968,SRR5350108,4.83840403,19.9,NA,23.45,54.71,5.82,18.14,NA,21.38,49.87,5.31,84
CLEM22,2022,CLEM,2025,2,PSP.22CU.2025,242027,SRR5350123,5.095300599,20.31,NA,24.01,53.3,7.63,18.56,NA,21.94,48.71,6.97,84
CLEM22,2022,CLEM,2027,2,PSP.22CU.2027,280626,SRR5350047,5.885428468,19.12,NA,22.54,54.24,8.1,17.6,NA,20.75,49.94,7.46,84
CLEM22,2022,CLEM,2028,2,PSP.22CU.2028,288263,NA,5.410693186,20.06,NA,24.63,51.32,5.22,18.39,NA,22.58,47.04,4.78,85
CLEM22,2022,CLEM,2029,2,PSP.22CU.2029,15028,SRR5349854,7.168349213,20.57,NA,26.27,48.34,6.95,19.17,NA,24.48,45.05,6.48,86
CLEM22,2022,CLEM,2030,1,PSP.22CU.2030,638516,NA,7.413231522,20.32,NA,26.07,50.16,5.42,18.98,NA,24.35,46.85,5.06,85
CLEM22,2022,CLEM,2031,2,PSP.22CU.2031,285740,SRR5350038,5.214424899,19.4,NA,23.65,56.76,5.82,17.75,NA,21.64,51.93,5.33,85
CLEM22,2022,CLEM,2032,2,PSP.22CU.2032,343292,SRR5350014,5.955888538,21.24,NA,25.23,57.22,6.78,19.57,NA,23.25,52.72,6.24,84
CLEM22,2022,CLEM,2033,2,PSP.22CU.2033,285710,SRR5350046,7.186957647,20.14,NA,25.77,55.24,4.95,18.77,NA,24.02,51.49,4.61,85
CLEM22,2022,CLEM,2034,2,PSP.22CU.2034,116944,SRR5350210,7.071753029,20.81,NA,27.02,54.74,6.13,19.38,NA,25.16,50.97,5.71,85
CLEM22,2022,CLEM,2038,1,PSP.22CU.2038,634571,NA,6.586866904,21.23,NA,25.5,56.28,5.85,19.68,NA,23.63,52.16,5.42,85
CLEM22,2022,CLEM,2041,2,PSP.22CU.2041,274307,SRR5350065,6.546939445,20.85,NA,25.27,55.5,5.1,19.32,NA,23.41,51.42,4.72,85
CLEM22,2022,CLEM,2043,2,PSP.22CU.2043,227258,SRR5350126,9.356665743,20.13,NA,26.42,57.59,7.49,19.14,NA,25.12,54.76,7.12,85
CLEM22,2022,CLEM,2044,2,PSP.22CU.2044,12739,SRR5349859,6.632197294,20.7,NA,26.13,55.22,6.59,19.19,NA,24.23,51.2,6.11,85
CLEM22,2022,CLEM,2045,2,PSP.22CU.2045,Inca,NA,5.756790203,19.68,NA,23.35,54.92,6.35,18.1,NA,21.47,50.5,5.84,85
CLEM22,2022,CLEM,2046,2,PSP.22CU.2046,174921,SRR5350180,5.702392493,20.38,NA,23.33,53.46,7.04,18.73,NA,21.44,49.13,6.47,84
CLEM22,2022,CLEM,2047,2,PSP.22CU.2047,272184,SRR5350072,4.406598468,18.73,NA,22.56,52.56,5.71,17,NA,20.48,47.71,5.18,85
CLEM22,2022,CLEM,2048,2,PSP.22CU.2048,280609,SRR5350054,9.183889202,19.08,NA,27.06,53.99,7.16,18.12,NA,25.69,51.26,6.79,86
CLEM22,2022,CLEM,2049,2,PSP.22CU.2049,639969,SRR5349930,5.587761303,19.81,NA,23.99,52.72,8.36,18.19,NA,22.03,48.41,7.68,85
CLEM22,2022,CLEM,2050,2,PSP.22CU.2050,639977,SRR5349927,7.11413523,19.67,NA,22.76,53.01,6.57,18.32,NA,21.2,49.37,6.12,84
CLEM22,2022,CLEM,2053,2,PSP.22CU.2053,628276,NA,6.203004683,20.62,NA,23.72,54.35,9.54,19.04,NA,21.91,50.19,8.81,85
CLEM22,2022,CLEM,2057,2,PSP.22CU.2057,638516,NA,4.309313097,19.17,NA,23.31,51.19,6.53,17.39,NA,21.14,46.43,5.92,85
CLEM22,2022,CLEM,2059,2,PSP.22CU.2059,429849,SRR5349956,6.114622351,20.63,NA,25.5,52.32,5.24,19.04,NA,23.53,48.28,4.83,85
CLEM22,2022,CLEM,2060,2,PSP.22CU.2060,505144,SRR5349941,5.562236646,20.81,NA,24.14,51.53,7.83,19.1,NA,22.16,47.3,7.19,85
CLEM22,2022,CLEM,2061,2,PSP.22CU.2061,404225,SRR5349969,7.097220363,21.77,NA,25.54,49.49,7.53,20.27,NA,23.78,46.09,7.01,84
CLEM22,2022,CLEM,2062,2,PSP.22CU.2062,324702,SRR5350021,8.956584505,21.51,NA,24.62,49.77,5.99,20.38,NA,23.33,47.16,5.67,84
CLEM22,2022,CLEM,2063,2,PSP.22CU.2063,505062,SRR5349946,7.939973069,20.07,NA,23.46,54.24,6.88,18.84,NA,22.02,50.91,6.46,84
CLEM22,2022,CLEM,2064,2,PSP.22CU.2064,306591,SRR5350031,7.993350404,19.33,NA,24.72,54.85,6.08,18.15,NA,23.21,51.51,5.71,84
CLEM22,2022,CLEM,2066,2,PSP.22CU.2066,143485,SRR5350198,8.724642182,19.54,NA,22.94,49.97,6.5,18.47,NA,21.69,47.24,6.15,84
CLEM22,2022,CLEM,2067,2,PSP.22CU.2067,Inca,NA,7.722144695,19.09,NA,23.87,51.96,5.04,17.88,NA,22.36,48.67,4.72,84
CLEM22,2022,CLEM,2068,2,PSP.22CU.2068,324703,SRR5350020,6.449667538,18.07,NA,19.98,51.84,5.16,16.73,NA,18.49,47.98,4.78,84
CLEM22,2022,CLEM,2069,2,PSP.22CU.2069,263871,SRR5350096,8.339934873,19.61,NA,24.64,52.84,6.98,18.47,NA,23.21,49.78,6.57,84
CLEM22,2022,CLEM,2071,2,PSP.22CU.2071,601516,SRR5349936,6.493327461,19.08,NA,23.29,52.54,6.56,17.67,NA,21.57,48.65,6.07,84
CLEM22,2022,CLEM,2073,2,PSP.22CU.2073,594358,NA,7.374991136,19.56,NA,23.14,53.57,7.25,18.26,NA,21.61,50.02,6.77,84
CLEM22,2022,CLEM,2075,2,PSP.22CU.2075,619079,SRR5349935,8.303307139,20.07,NA,25.72,50.23,7.23,18.9,NA,24.22,47.31,6.81,85
CLEM22,2022,CLEM,2076,2,PSP.22CU.2076,634571,NA,7.255728743,20.48,NA,24.81,51.81,8.17,19.1,NA,23.14,48.32,7.62,84
CLEM22,2022,CLEM,2079,2,PSP.22CU.2079,499982,SRR5349948,6.489019458,18.6,NA,22.49,49.15,5.36,17.22,NA,20.83,45.51,4.96,84
CLEM22,2022,CLEM,2080,2,PSP.22CU.2080,261677,SRR5350100,5.83909929,18.92,NA,23.22,54.06,5.93,17.41,NA,21.37,49.76,5.45,84
CLEM22,2022,CLEM,2082,2,PSP.22CU.2082,175231,SRR5350179,5.712170305,18.87,NA,24.66,53.82,7.25,17.35,NA,22.67,49.48,6.67,84
CLEM22,2022,CLEM,2084,2,PSP.22CU.2084,269818,SRR5350084,6.588202106,19.45,NA,24.56,52.98,4.82,18.03,NA,22.76,49.11,4.47,84
CLEM22,2022,CLEM,2085,2,PSP.22CU.2085,280617,SRR5350049,7.143150325,18.65,NA,22.83,51.64,6.58,17.38,NA,21.27,48.12,6.13,84
CLEM22,2022,CLEM,2087,2,PSP.22CU.2087,203069,SRR5350146,6.611520354,19.48,NA,23.63,52.82,8.25,18.06,NA,21.91,48.97,7.65,84
CLEM22,2022,CLEM,2088,2,PSP.22CU.2088,365419,SRR5349976,6.981278489,19.11,NA,24.13,54.11,6.43,17.78,NA,22.45,50.34,5.98,84
CLEM22,2022,CLEM,2090,2,PSP.22CU.2090,356992,SRR5349984,5.677933796,20.69,NA,24.59,50.61,5.78,19.01,NA,22.6,46.51,5.31,85
CLEM22,2022,CLEM,3001,1,PSP.22CU.3001,180693,SRR5350171,7.467606887,20.12,NA,25.56,53.07,5.79,18.8,NA,23.89,49.6,5.41,85
CLEM22,2022,CLEM,3002,1,PSP.22CU.3002,223527,NA,5.320034549,20.84,NA,23.69,54.04,6.55,19.09,NA,21.7,49.49,6,84
CLEM22,2022,CLEM,3004,1,PSP.22CU.3004,195404,SRR5350157,5.312205569,19.96,NA,24.05,49.06,8.27,18.28,NA,22.02,44.93,7.57,85
CLEM22,2022,CLEM,3005,1,PSP.22CU.3005,236492,SRR5350125,6.191577612,21.33,NA,24.87,51.96,6.41,19.7,NA,22.97,47.98,5.92,87
CLEM22,2022,CLEM,3006,1,PSP.22CU.3006,109866,SRR5350213,4.450483906,21.22,NA,25,48.77,7.8,19.27,NA,22.71,44.3,7.09,85
CLEM22,2022,CLEM,3007,1,PSP.22CU.3007,356984,SRR5349987,5.227152187,20.32,NA,23.81,52.47,7.85,18.59,NA,21.79,48.01,7.19,85
CLEM22,2022,CLEM,3009,1,PSP.22CU.3009,371796,SRR5349975,5.320797939,21.17,NA,23.92,56.85,6.23,19.39,NA,21.91,52.07,5.7,85
CLEM22,2022,CLEM,3011,1,PSP.22CU.3011,272175,SRR5350073,5.375030771,20.54,NA,24.51,53.91,7.13,18.82,NA,22.46,49.4,6.53,85
CLEM22,2022,CLEM,3013,1,PSP.22CU.3013,594358,NA,2.939108385,18.74,NA,22.2,50.11,6.52,16.77,NA,19.87,44.85,5.83,85
CLEM22,2022,CLEM,3014,1,PSP.22CU.3014,171810,NA,5.140063583,19.4,NA,24.23,55.35,6.51,17.74,NA,22.15,50.6,5.95,85
CLEM22,2022,CLEM,3015,1,PSP.22CU.3015,169608,SRR5350183,4.135936803,21.2,NA,25.28,51.85,6,19.2,NA,22.89,46.95,5.43,85
CLEM22,2022,CLEM,4001,2,PSP.22CU.4001,195404,SRR5350157,5.483937586,19.72,NA,22.75,55.26,4.85,18.09,NA,20.87,50.69,4.44,85
CLEM22,2022,CLEM,4003,2,PSP.22CU.4003,371796,SRR5349975,6.898792143,20.92,NA,26.58,53.12,6.47,19.45,NA,24.71,49.38,6.01,85
CLEM22,2022,CLEM,4004,2,PSP.22CU.4004,171810,NA,4.01297601,21.08,NA,24.52,48.26,7.06,19.07,NA,22.18,43.65,6.38,85
CLEM22,2022,CLEM,4005,2,PSP.22CU.4005,223527,NA,6.249085288,20.98,NA,24.96,54.85,6.63,19.38,NA,23.06,50.67,6.12,85
CLEM22,2022,CLEM,4009,2,PSP.22CU.4009,169608,SRR5350183,5.951826656,20.48,NA,25.11,53.62,5.2,18.87,NA,23.13,49.4,4.79,85
CLEM22,2022,CLEM,4010,2,PSP.22CU.4010,180693,SRR5350171,5.776161948,21.33,NA,27.28,55.21,6.97,19.62,NA,25.09,50.79,6.41,85
CLEM22,2022,CLEM,4012,2,PSP.22CU.4012,356984,SRR5349987,5.091002748,20.68,NA,25.58,55.16,6.8,18.9,NA,23.38,50.4,6.22,84
CLEM22,2022,CLEM,4013,2,PSP.22CU.4013,109866,SRR5350213,4.881740849,20.76,NA,26,51.84,6.32,18.93,NA,23.71,47.28,5.77,85
CLEM22,2022,CLEM,4015,2,PSP.22CU.4015,594358,NA,5.766267432,20.3,NA,25.47,51.39,6.04,18.67,NA,23.42,47.27,5.55,85
CLEM21,2021,CLEM,1001,1,PSP20CU1001,272215,SRR5350070,5.106200449,20.09,0.2171,24.81,53.89,4.17,18.36,0.2,22.68,49.25,3.82,85
CLEM21,2021,CLEM,1002,1,PSP20CU1002,280252,SRR5350056,5.009068458,20.57,0.1672,24.69,48.66,7.68,18.78,0.15,22.54,44.43,7.02,84
CLEM21,2021,CLEM,1005,1,PSP20CU1005,210561,SRR5350138,6.859851599,20.43,0.16,25.16,56.12,6.33,18.98,0.15,23.38,52.15,5.89,85
CLEM21,2021,CLEM,1006,1,PSP20CU1006,344003,SRR5350004,7.616250745,19.15,0.1634,26.61,53.61,7.28,17.92,0.15,24.9,50.17,6.82,86
CLEM21,2021,CLEM,1007,1,PSP20CU1007,393489,SRR5349971,5.314159602,20.41,0.1887,23.81,51.84,5.57,18.69,0.17,21.8,47.48,5.11,85
CLEM21,2021,CLEM,1008,1,PSP20CU1008,280603,SRR5350055,2.921149512,19.09,0.2271,23.72,52.13,8.37,17.08,0.2,21.23,46.66,7.49,86
CLEM21,2021,CLEM,1009,1,PSP20CU1009,109866,SRR5350213,5.619476372,20.63,0.1765,26.38,55.08,7.31,18.95,0.16,24.23,50.58,6.71,85
CLEM21,2021,CLEM,1010,1,PSP20CU1010,347281,SRR5349996,7.288513109,20.59,0.2348,25.55,51.13,6.59,19.21,0.22,23.84,47.7,6.15,85
CLEM21,2021,CLEM,1011,1,PSP20CU1011,271511,SRR5350076,5.160773023,20.25,0.1519,24.75,49.81,5.85,18.52,0.14,22.63,45.55,5.35,85
CLEM21,2021,CLEM,1012,1,PSP20CU1012,285727,SRR5350040,3.431868775,22.21,0.2301,25.99,43.51,6.58,19.98,0.21,23.38,39.13,5.92,86
CLEM21,2021,CLEM,1013,1,PSP20CU1013,203064,NA,5.74855855,20.77,0.1798,25.85,49.82,7.69,19.1,0.17,23.77,45.81,7.07,85
CLEM21,2021,CLEM,1014,1,PSP20CU1014,343958,SRR5350009,5.794146959,19.29,0.207,23.72,51.59,7.11,17.75,0.19,21.82,47.46,6.54,85
CLEM21,2021,CLEM,1016,1,PSP20CU1016,209507,SRR5350140,3.901499531,19.36,0.1913,23.45,48.87,8,17.49,0.17,21.19,44.16,7.22,85
CLEM21,2021,CLEM,1018,1,PSP20CU1018,639978,NA,3.992228478,20.04,0.1426,24.96,45.07,5.99,18.12,0.13,22.57,40.75,5.42,85
CLEM21,2021,CLEM,1019,1,PSP20CU1019,253968,SRR5350108,4.599371658,19.85,0.1586,23.43,49.99,7.69,18.05,0.14,21.31,45.47,7,85
CLEM21,2021,CLEM,1020,1,PSP20CU1020,347329,NA,6.411975047,20.18,0.2212,23.74,44.63,6.54,18.67,0.2,21.97,41.3,6.05,85
CLEM21,2021,CLEM,1022,1,PSP20CU1022,198072,SRR5350153,6.455964196,19.9,0.1774,24.05,47.13,5.7,18.42,0.16,22.26,43.62,5.27,85
CLEM21,2021,CLEM,1023,1,PSP20CU1023,273605,SRR5350066,6.163961962,20.82,0.2561,24.09,50.01,7.82,19.22,0.24,22.24,46.17,7.22,85
CLEM21,2021,CLEM,1024,1,PSP20CU1024,210583,SRR5350134,7.008033582,20.51,0.1991,25.4,47.39,5.45,19.08,0.19,23.63,44.1,5.08,85
CLEM21,2021,CLEM,1025,1,PSP20CU1025,476410,SRR5349953,6.982226566,21.16,0.1739,24.41,46.7,7.82,19.68,0.16,22.71,43.45,7.28,85
CLEM21,2021,CLEM,1026,1,PSP20CU1026,261636,SRR5350102,6.344657992,19.9,0.3076,23.22,45.88,7.19,18.4,0.28,21.47,42.42,6.65,85
CLEM21,2021,CLEM,1027,1,PSP20CU1027,26157,SRR5349840,7.122185243,20.34,0.2437,23.64,50.89,7.41,18.95,0.23,22.02,47.4,6.9,84
CLEM21,2021,CLEM,1028,1,PSP20CU1028,250448,SRR5350109,5.777796403,20.02,0.1411,22.33,46.93,6.05,18.41,0.13,20.54,43.17,5.56,84
CLEM21,2021,CLEM,1030,1,PSP20CU1030,236492,SRR5350125,7.315869423,20.68,0.1873,25.01,44.44,6.9,19.3,0.17,23.34,41.47,6.44,84
CLEM21,2021,CLEM,1031,1,PSP20CU1031,286607,SRR5350034,4.949739748,19.95,0.2157,22.64,53.95,4.07,18.21,0.2,20.66,49.23,3.71,84
CLEM21,2021,CLEM,1032,1,PSP20CU1032,356984,SRR5349987,5.356800394,19.79,0.1415,23.36,47.92,6.86,18.13,0.13,21.4,43.91,6.28,85
CLEM21,2021,CLEM,1033,1,PSP20CU1033,494077,SRR5349949,5.843174267,19.77,0.2755,23.32,42.28,7.2,18.2,0.25,21.46,38.91,6.62,85
CLEM21,2021,CLEM,1034,1,PSP20CU1034,486131,SRR5349950,6.110075451,19.55,0.1778,23.53,52.59,6.83,18.04,0.16,21.71,48.52,6.3,84
CLEM21,2021,CLEM,1035,1,PSP20CU1035,285737,NA,6.271748855,20.05,0.2111,22.48,46.19,6.47,18.53,0.2,20.77,42.68,5.98,84
CLEM21,2021,CLEM,1037,1,PSP20CU1037,285724,SRR5350041,4.769101661,21.29,0.3103,24.99,49.83,8.91,19.4,0.28,22.77,45.4,8.12,85
CLEM21,2021,CLEM,1039,1,PSP20CU1039,26160,SRR5349839,5.431903832,20.22,0.1826,24.62,52.57,4.53,18.54,0.17,22.57,48.19,4.15,85
CLEM21,2021,CLEM,1041,1,PSP20CU1041,195631,SRR5350156,4.601813097,20.12,0.1575,25.22,50.4,6.79,18.3,0.14,22.94,45.85,6.18,85
CLEM21,2021,CLEM,1042,1,PSP20CU1042,125840,SRR5350203,4.924852074,19.3,0.1681,22.49,51.88,7.16,17.61,0.15,20.52,47.33,6.53,85
CLEM21,2021,CLEM,1043,1,PSP20CU1043,193578,SRR5350161,5.501116451,19.51,0.1642,23.3,54.15,6.07,17.9,0.15,21.38,49.68,5.57,85
CLEM21,2021,CLEM,1046,1,PSP20CU1046,179970,SRR5350173,5.607180879,20.7,0.1639,25.55,52.05,5.19,19.01,0.15,23.46,47.8,4.77,85
CLEM21,2021,CLEM,1047,1,PSP20CU1047,179722,SRR5350174,5.783341094,19.27,0.1094,24.06,54.55,4.55,17.73,0.1,22.13,50.18,4.19,85
CLEM21,2021,CLEM,1048,1,PSP20CU1048,356980,SRR5349988,5.017666806,20.18,0.232,24.47,51.88,6,18.43,0.21,22.35,47.37,5.48,85
CLEM21,2021,CLEM,1049,1,PSP20CU1049,285718,SRR5350043,6.377701767,20.24,0.1937,24.03,53.3,7.18,18.72,0.18,22.23,49.3,6.65,85
CLEM21,2021,CLEM,1050,1,PSP20CU1050,331413,SRR5350018,7.237494205,20.13,0.2072,25.66,53.47,5.09,18.77,0.19,23.93,49.86,4.74,85
CLEM21,2021,CLEM,1052,1,PSP20CU1052,347496,SRR5349991,7.012054333,19.43,0.1968,24.26,49.32,7.42,18.08,0.18,22.57,45.9,6.9,86
CLEM21,2021,CLEM,1054,1,PSP20CU1054,357290,SRR5349983,7.324253795,20.41,0.1486,23.2,54.27,7.43,19.05,0.14,21.65,50.65,6.93,84
CLEM21,2021,CLEM,1055,1,PSP20CU1055,173840,SRR5350181,6.663217025,19.66,0.1455,23.88,55.33,8.04,18.23,0.13,22.15,51.32,7.46,85
CLEM21,2021,CLEM,1056,1,PSP20CU1056,242028,SRR5350122,6.11552557,20.1,0.2216,24.43,55.55,7.55,18.55,0.2,22.54,51.26,6.97,85
CLEM21,2021,CLEM,1058,1,PSP20CU1058,134271,SRR5350202,7.0408331,21.23,0.1667,26.04,53.57,6.47,19.76,0.16,24.24,49.86,6.02,86
CLEM21,2021,CLEM,1059,1,PSP20CU1059,250447,SRR5350110,7.260538199,19.69,0.2508,23.49,51.16,6.4,18.36,0.23,21.91,47.71,5.97,85
CLEM21,2021,CLEM,1060,1,PSP20CU1060,429845,SRR5349957,6.722939994,22.08,0.1931,26.51,47.8,7.54,20.49,0.18,24.6,44.36,7,85
CLEM21,2021,CLEM,1061,1,PSP20CU1061,638516,NA,3.807533022,19.78,0.217,23.94,56.12,8.11,17.85,0.2,21.61,50.66,7.32,84
CLEM21,2021,CLEM,1063,1,PSP20CU1063,628276,NA,5.39300545,19.59,0.1889,21.61,53.61,6.01,17.95,0.17,19.8,49.13,5.5,84
CLEM21,2021,CLEM,1065,1,PSP20CU1065,180699,SRR5350169,5.684808754,20.1,0.1847,22.5,51.84,5.47,18.47,0.17,20.68,47.64,5.02,84
CLEM21,2021,CLEM,1066,1,PSP20CU1066,197990,SRR5350154,7.391217721,20.19,0.2132,27.65,52.13,6.79,18.85,0.2,25.82,48.68,6.35,86
CLEM21,2021,CLEM,1067,1,PSP20CU1067,180693,SRR5350171,5.97830731,21.1,0.2566,25.83,51.59,7.36,19.44,0.24,23.8,47.55,6.78,86
CLEM21,2021,CLEM,1070,1,PSP20CU1070,358300,SRR5349981,5.944828478,19.51,0.1492,23.72,48.87,5.91,17.97,0.14,21.85,45.02,5.44,84
CLEM21,2021,CLEM,1071,1,PSP20CU1071,505127,SRR5349942,4.298780607,21.17,0.26,24.07,45.07,7.79,19.2,0.24,21.83,40.87,7.07,84
CLEM21,2021,CLEM,1072,1,PSP20CU1072,505122,SRR5349943,6.264758027,20.73,0.2032,25.86,49.99,7.4,19.16,0.19,23.9,46.19,6.84,86
CLEM21,2021,CLEM,1073,1,PSP20CU1073,164971,SRR5350188,5.826151416,19.63,0.2339,23.36,53.95,7.45,18.06,0.22,21.5,49.64,6.85,84
CLEM21,2021,CLEM,1074,1,PSP20CU1074,116944,SRR5350210,4.37948538,19.24,0.2161,23.16,47.92,6.44,17.46,0.2,21.02,43.5,5.85,85
CLEM21,2021,CLEM,1075,1,PSP20CU1075,206006,SRR5350144,7.633813565,19.4,0.1612,22.67,42.28,6.37,18.16,0.15,21.22,39.57,5.96,85
CLEM21,2021,CLEM,1076,1,PSP20CU1076,31707,SRR5349835,3.696272797,19.47,0.1792,25.4,52.59,7.37,17.56,0.16,22.9,47.42,6.65,85
CLEM21,2021,CLEM,1079,1,PSP20CU1079,137119,SRR5350200,4.74744503,20.23,0.2005,23.99,56.76,10.8,18.43,0.18,21.85,51.7,9.84,85
CLEM21,2021,CLEM,1080,1,PSP20CU1080,269791,SRR5350089,6.225003542,19.69,0.2894,23.41,57.22,7.58,18.19,0.27,21.62,52.85,7,85
CLEM21,2021,CLEM,1081,1,PSP20CU1081,619079,SRR5349935,5.275199061,20.18,0.225,25.05,55.24,7.15,18.47,0.21,22.93,50.57,6.54,85
CLEM21,2021,CLEM,1082,1,PSP20CU1082,39762,NA,7.059030614,20.19,0.1966,23.09,54.74,7.75,18.8,0.18,21.5,50.96,7.22,85
CLEM21,2021,CLEM,1083,1,PSP20CU1083,639969,SRR5349930,11.08184276,20.84,0.3475,26.25,50.89,10.83,20.13,0.34,25.36,49.16,10.46,86
CLEM21,2021,CLEM,1084,1,PSP20CU1084,198074,SRR5350152,8.591838742,19.63,0.2753,22.71,52.28,9.23,18.54,0.26,21.44,49.37,8.72,85
CLEM21,2021,CLEM,1086,1,PSP20CU1086,206838,SRR5350143,8.721550096,19.3,0.1595,23.45,53.03,7.49,18.25,0.15,22.17,50.14,7.08,84
CLEM21,2021,CLEM,1087,1,PSP20CU1087,117264,SRR5350209,7.641165654,19.57,0.2116,22.55,53.62,9.45,18.32,0.2,21.11,50.19,8.85,84
CLEM21,2021,CLEM,1088,1,PSP20CU1088,269543,NA,9.645547352,21.07,0.2438,25.5,55.21,7.82,20.09,0.23,24.31,52.64,7.46,85
CLEM21,2021,CLEM,1089,1,PSP20CU1089,124478,SRR5350205,9.519791798,21.71,0.1599,25.45,55.16,8.92,20.68,0.15,24.24,52.53,8.5,85
CLEM21,2021,CLEM,1090,1,PSP20CU1090,142775,SRR5350199,7.886847358,19.3,0.3114,20.85,51.84,6.85,18.11,0.29,19.56,48.64,6.42,84
CLEM21,2021,CLEM,1093,1,PSP20CU1093,340130,SRR5350015,8.757488277,20.51,0.3506,26.86,48.58,7.83,19.4,0.33,25.4,45.94,7.4,86
CLEM21,2021,CLEM,1096,1,PSP20CU1096,285722,SRR5350042,8.209382931,19.32,0.197,23.9,52.98,8.06,18.18,0.19,22.49,49.85,7.59,85
CLEM21,2021,CLEM,1097,1,PSP20CU1097,118501,SRR5350207,8.757215496,19.72,0.178,24.03,53.91,7.82,18.65,0.17,22.73,50.98,7.4,85
CLEM21,2021,CLEM,1098,1,PSP20CU1098,280614,SRR5350051,8.798948829,20.05,0.19,24.24,54.72,8.92,18.97,0.18,22.93,51.77,8.44,85
CLEM21,2021,CLEM,1099,1,PSP20CU1099,184784,SRR5350162,8.449177453,21.23,0.1856,25.99,53.94,6.85,20.02,0.18,24.51,50.87,6.46,87
CLEM21,2021,CLEM,1100,1,PSP20CU1100,272218,SRR5350068,8.394343199,20.95,0.125,23.44,54.24,7.83,19.75,0.12,22.09,51.12,7.38,85
CLEM21,2021,CLEM,1101,1,PSP20CU1101,121352,SRR5350206,7.787436685,18.39,0.1852,22.22,53.07,8.06,17.24,0.17,20.83,49.74,7.56,85
CLEM21,2021,CLEM,1103,1,PSP20CU1103,358633,SRR5349978,8.711355825,20.67,0.1236,24.47,51.92,10.21,19.54,0.12,23.13,49.08,9.65,86
CLEM21,2021,CLEM,1104,1,PSP20CU1104,341889,NA,7.35557715,19.44,0.2621,23.45,53.42,8.15,18.15,0.24,21.89,49.87,7.61,85
CLEM21,2021,CLEM,1105,1,PSP20CU1105,393488,SRR5349972,5.879327814,19.73,0.2189,23.46,49.93,8.74,18.17,0.2,21.6,45.97,8.05,85
CLEM21,2021,CLEM,1106,1,PSP20CU1106,164548,SRR5350191,6.530671089,19.81,0.2342,23.79,53.06,7.62,18.35,0.22,22.04,49.15,7.06,85
CLEM21,2021,CLEM,1108,1,PSP20CU1108,505080,SRR5349945,6.827493207,20.93,0.2224,24.32,48.85,7.83,19.44,0.21,22.59,45.38,7.28,85
CLEM21,2021,CLEM,1109,1,PSP20CU1109,210568,SRR5350137,9.120997067,19.58,0.1531,25.04,55.93,8.26,18.58,0.15,23.76,53.07,7.84,85
CLEM21,2021,CLEM,1110,1,PSP20CU1110,240516,NA,8.870026965,20.98,0.168,23.16,51.65,8.89,19.86,0.16,21.93,48.9,8.42,84
CLEM21,2021,CLEM,1111,1,PSP20CU1111,279825,SRR5350057,7.78317243,20.6,0.1645,24.81,53.68,9.38,19.31,0.15,23.25,50.31,8.79,85
CLEM21,2021,CLEM,1112,1,PSP20CU1112,117998,SRR5350208,8.069919785,20.09,0.2504,24,50.17,8.96,18.88,0.24,22.55,47.15,8.42,84
CLEM21,2021,CLEM,1113,1,PSP20CU1113,344010,SRR5350001,7.15816962,20.23,0.2235,23.91,49.1,7.9,18.85,0.21,22.28,45.75,7.36,85
CLEM21,2021,CLEM,1114,1,PSP20CU1114,223527,NA,7.449632517,19.1,0.1883,22.86,52.76,9,17.85,0.18,21.36,49.3,8.41,85
CLEM21,2021,CLEM,1115,1,PSP20CU1115,411142,SRR5349966,8.008452236,18.88,0.2834,23.45,54,7.73,17.73,0.27,22.02,50.72,7.26,85
CLEM21,2021,CLEM,1116,1,PSP20CU1116,272175,SRR5350073,6.304810286,19.34,0.2183,22.43,52.63,8.46,17.88,0.2,20.73,48.65,7.82,85
CLEM21,2021,CLEM,1117,1,PSP20CU1117,319374,SRR5350026,8.655791419,20.52,0.2452,24.25,48.74,7.55,19.39,0.23,22.91,46.05,7.13,86
CLEM21,2021,CLEM,1119,1,PSP20CU1119,156647,SRR5350196,7.60171016,21.1,0.3328,23.88,54.3,6.7,19.74,0.31,22.34,50.81,6.27,85
